id,file,lang,line_start,line_end,symbol,type,timestamp,chunk_sha256
1,README.md,unknown,1,393,,,2025-08-14 04:30:41,55d099ad1357c766edcd0bd0cf303176464e5308e28cc16955952016797c812c
